invoice_number,transaction_id,invoice_date,client_name,client_ruc,subtotal,iva_amount,total_invoice,payment_method,card_type,status,erp_module
FAC-002142,TXN-202411-0158,2024-11-18,Minería del Mediterráneo S.L.,2271219993917,67.83,10.17,78.0,Datafast,DINERS,PAGADA,E-commerce
FAC-002143,TXN-202411-0159,2024-11-20,Familia Leon S.Coop.,5870700227962,721.08,108.16,829.24,Datafast,VISA,PAGADA,E-commerce
FAC-002144,TXN-202411-0160,2024-11-06,Eliana Anguita Armas S.A.,4545278430039,1675.53,251.33,1926.86,Datafast,VISA,PAGADA,Ventas
FAC-002145,TXN-202411-0161,2024-11-12,Supermercados Alcántara S.L.N.E,7978064659491,1630.59,244.59,1875.18,Medianet,DINERS,PAGADA,Ventas
FAC-002146,TXN-202411-0162,2024-11-04,Porta y Cuadrado S.Coop.,9486849874932,28.03,4.21,32.24,Datafast,MASTERCARD,PAGADA,Ventas
FAC-002147,TXN-202411-0163,2024-11-18,Infraestructuras Solís y asociados S.Com.,1039226868703,185.63,27.84,213.47,PayPhone,DINERS,PAGADA,Ventas
FAC-002148,TXN-202411-0164,2024-11-27,Talleres Bárcena & Asociados S.L.N.E,7055785457653,34.6,5.19,39.79,Datafast,AMEX,PAGADA,E-commerce
FAC-002149,TXN-202411-0165,2024-11-27,Soluciones Avanzadas S.Coop.,1092464308132,4.57,0.68,5.25,Datafast,AMEX,PAGADA,Ventas
FAC-002150,TXN-202411-0166,2024-11-19,Instalaciones Pastor & Asociados S.L.L.,2925750412266,105.48,15.82,121.3,Medianet,MASTERCARD,PAGADA,Ventas
FAC-002151,TXN-202411-0167,2024-11-08,Inversiones Santamaría S.L.,4935094557314,6.24,0.94,7.18,Datafast,VISA,PAGADA,Ventas
FAC-002152,TXN-202411-0168,2024-11-14,Barreda y asociados S.A.,8226622477603,41.56,6.23,47.79,Medianet,MASTERCARD,PAGADA,Ventas
FAC-002153,TXN-202411-0169,2024-11-03,Tecnologías Cortés & Asociados S.A.,8128071002458,241.91,36.29,278.2,Datafast,VISA,PAGADA,E-commerce
FAC-002154,TXN-202411-0170,2024-11-17,Logística Zabaleta y asociados S.Coop.,7764179399697,211.76,31.76,243.52,Datafast,MASTERCARD,PAGADA,Ventas
FAC-002155,TXN-202411-0171,2024-11-06,Inversiones XW S.L.,8733933833876,61.39,9.21,70.6,PayPhone,VISA,PAGADA,Ventas
FAC-002156,TXN-202411-0173,2024-11-08,Ruperta Tur Arrieta S.L.N.E,8083868982581,43.69,6.55,50.24,Datafast,VISA,PAGADA,E-commerce
FAC-002157,TXN-202411-0174,2024-11-11,Fábrica BFPE S.L.N.E,6738681652235,43.74,6.56,50.3,PayPhone,MASTERCARD,PAGADA,Ventas
FAC-002158,TXN-202411-0175,2024-11-22,Restauración Blazquez & Asociados S.A.,1479937873521,53.17,7.98,61.15,Datafast,MASTERCARD,PAGADA,E-commerce
FAC-002159,TXN-202411-0176,2024-11-26,Banco CWGY S.Coop.,8498068496033,29.48,4.42,33.9,Datafast,MASTERCARD,PAGADA,POS
FAC-002160,TXN-202411-0177,2024-11-20,Hnos Nebot S.Com.,4729950867226,51.03,7.65,58.68,PayPhone,AMEX,PAGADA,E-commerce
FAC-002161,TXN-202411-0178,2024-11-02,Vera y Barriga S.L.,9462810767778,58.33,8.75,67.08,PayPhone,MASTERCARD,PAGADA,Ventas
FAC-002162,TXN-202411-0179,2024-11-13,Niño y Cifuentes S.Com.,6273971819059,84.14,12.62,96.76,PayPhone,AMEX,PAGADA,Ventas
FAC-002163,TXN-202411-0180,2024-11-04,Servicios Solera y asociados S.L.,6646899330537,55.7,8.36,64.06,PayPhone,MASTERCARD,PAGADA,Ventas
FAC-002164,TXN-202411-0181,2024-11-24,Banca Privada UPIN S.L.,4506242610332,358.68,53.8,412.48,PayPhone,MASTERCARD,PAGADA,E-commerce
FAC-002165,TXN-202411-0182,2024-11-16,Osorio y Sanjuan S.C.P,4587736518849,20.2,3.03,23.23,Datafast,MASTERCARD,PAGADA,Ventas
FAC-002166,TXN-202411-0183,2024-11-23,Consultoría OI S.L.L.,2498661329406,236.92,35.54,272.46,Datafast,VISA,PAGADA,Ventas
FAC-002167,TXN-202411-0184,2024-11-11,Comercial Ibérica S.A.,4057247639857,49.3,7.39,56.69,Medianet,MASTERCARD,PAGADA,E-commerce
FAC-002168,TXN-202411-0185,2024-11-05,Familia Iriarte S.L.N.E,2868500728438,347.62,52.14,399.76,Medianet,MASTERCARD,PAGADA,E-commerce
FAC-002169,TXN-202411-0186,2024-11-10,Construcción Internacionales S.Coop.,9258009998669,28.0,4.2,32.2,Datafast,VISA,PAGADA,Ventas
FAC-002170,TXN-202411-0187,2024-11-15,Joaquín Valdés Plana S.L.N.E,3045051490487,243.15,36.47,279.62,PayPhone,VISA,PAGADA,Ventas
FAC-002171,TXN-202411-0188,2024-11-10,Abad y Roman S.C.P,3859754345364,123.08,18.46,141.54,Datafast,MASTERCARD,PAGADA,E-commerce
FAC-002172,TXN-202411-0189,2024-11-05,Zamora y Agullo S.Com.,8996107799772,282.57,42.39,324.96,Datafast,VISA,PAGADA,E-commerce
FAC-002173,TXN-202411-0190,2024-11-17,Servicios Piñol y asociados S.Com.,2922646153300,61.1,9.17,70.27,Datafast,VISA,PAGADA,Ventas
FAC-002174,TXN-202411-0191,2024-11-19,Talleres del Norte S.Com.,2870275076976,1834.46,275.17,2109.63,Datafast,AMEX,PAGADA,E-commerce
FAC-002175,TXN-202411-0192,2024-11-06,Landa y asociados S.A.,9893805145386,246.78,37.02,283.8,Datafast,VISA,PAGADA,Ventas
FAC-002176,TXN-202411-0193,2024-11-03,Elías Borrás Giralt S.L.N.E,9390168120750,47.97,7.19,55.16,Datafast,VISA,PAGADA,Ventas
FAC-002177,TXN-202411-0194,2024-11-24,Logística PG S.L.,1606991558593,44.04,6.61,50.65,Datafast,VISA,PAGADA,Ventas
FAC-002178,TXN-202411-0195,2024-11-30,Suministros del Levante S.L.N.E,8422445565232,63.87,9.58,73.45,Medianet,VISA,PAGADA,Ventas
FAC-002179,TXN-202411-0196,2024-11-08,Banco Soria S.L.,2614894413999,260.98,39.15,300.13,PayPhone,AMEX,PAGADA,E-commerce
FAC-002180,TXN-202411-0197,2024-11-11,Hnos Montenegro S.Com.,5717699330381,10.79,1.62,12.41,Datafast,MASTERCARD,PAGADA,Ventas
FAC-002181,TXN-202411-0198,2024-11-28,Consultoría DXCM S.L.,5069590705695,52.69,7.9,60.59,Datafast,MASTERCARD,PAGADA,E-commerce
FAC-002182,TXN-202411-0199,2024-11-09,Román & Asociados S.L.L.,1806361128740,160.13,24.02,184.15,PayPhone,VISA,PAGADA,POS
FAC-002183,TXN-202411-0200,2024-11-23,Ortega y asociados S.Com.,7411730699382,152.96,22.94,175.9,Datafast,DINERS,PAGADA,Ventas
FAC-002184,TXN-202411-0201,2024-11-24,Olivia Anglada Seco S.A.,1845287899996,22.44,3.37,25.81,Datafast,DINERS,PAGADA,E-commerce
FAC-002185,TXN-202411-0202,2024-11-10,Segura y Río S.Coop.,2789302840521,722.93,108.44,831.37,Medianet,AMEX,PAGADA,E-commerce
FAC-002186,TXN-202411-0203,2024-11-04,Inmobiliaria Velázquez S.L.,7450560831912,243.88,36.58,280.46,Datafast,VISA,PAGADA,POS
FAC-002187,TXN-202411-0204,2024-11-16,Matas y Castillo S.Coop.,9360485896549,96.24,14.44,110.68,PayPhone,VISA,PAGADA,Ventas
FAC-002188,TXN-202411-0205,2024-11-20,Solís y Amores S.A.,8018440938654,42.78,6.42,49.2,Datafast,VISA,PAGADA,Ventas
FAC-002189,TXN-202411-0206,2024-11-24,Banco DKU S.Coop.,6819270548748,63.37,9.5,72.87,Datafast,VISA,PAGADA,E-commerce
FAC-002190,TXN-202411-0207,2024-11-15,Márquez y Escobar S.L.L.,7005662300560,293.96,44.09,338.05,Medianet,VISA,PAGADA,Ventas
FAC-002191,TXN-202411-0208,2024-11-11,Industrias Ureña y asociados S.Com.,8444615012350,45.5,6.83,52.33,Datafast,VISA,PAGADA,Ventas
FAC-002192,TXN-202411-0209,2024-11-18,Riera y Andreu S.L.U.,6365660505908,166.05,24.91,190.96,Datafast,VISA,PAGADA,E-commerce
FAC-002193,TXN-202411-0210,2024-11-04,Transportes GHD S.L.,5657657893793,45.17,6.77,51.94,Datafast,MASTERCARD,PAGADA,Ventas
FAC-002194,TXN-202411-0211,2024-11-06,Supermercados ER S.Coop.,8419474372990,1457.63,218.64,1676.27,Datafast,VISA,PAGADA,POS
FAC-002195,TXN-202411-0212,2024-11-15,Transportes Gibert S.L.,3452196091027,64.7,9.7,74.4,Datafast,VISA,PAGADA,Ventas
FAC-002196,TXN-202411-0213,2024-11-25,Luís y asociados S.L.N.E,6447142432111,55.14,8.27,63.41,Medianet,MASTERCARD,PAGADA,Ventas
FAC-002197,TXN-202411-0214,2024-11-04,Nicodemo Barberá Arco S.Coop.,9090266237738,38.94,5.84,44.78,Datafast,MASTERCARD,PAGADA,E-commerce
FAC-002198,TXN-202411-0215,2024-11-06,Aurelia Higueras Cepeda S.Com.,2333098314523,126.03,18.9,144.93,Datafast,MASTERCARD,PAGADA,E-commerce
FAC-002199,TXN-202411-0216,2024-11-06,Consultoría Escrivá S.A.,7280346332874,292.39,43.86,336.25,Medianet,MASTERCARD,PAGADA,Ventas
FAC-002200,TXN-202411-0217,2024-11-25,Pozuelo y asociados S.Com.,9125656866805,357.63,53.64,411.27,PayPhone,DINERS,PAGADA,Ventas
FAC-002201,TXN-202411-0218,2024-11-10,Aureliano Lledó Molina S.L.,8000058953815,60.19,9.03,69.22,Datafast,DINERS,PAGADA,POS
FAC-002202,TXN-202411-0219,2024-11-15,Bellido & Asociados S.A.,7050154385781,52.95,7.94,60.89,Datafast,VISA,PAGADA,Ventas
FAC-002203,TXN-202411-0220,2024-11-13,Hnos Riba S.L.,8107794914881,54.06,8.11,62.17,Datafast,VISA,PAGADA,Ventas
FAC-002204,TXN-202411-0221,2024-11-25,Promociones Avanzadas S.L.,5414466199541,425.64,63.85,489.49,PayPhone,VISA,PAGADA,Ventas
FAC-002205,TXN-202411-0222,2024-11-10,Talleres Iberia S.L.,6810065626668,51.09,7.66,58.75,Datafast,MASTERCARD,PAGADA,Ventas
FAC-002206,TXN-202411-0223,2024-11-24,Distribuciones Valentín S.C.P,8054553637766,40.75,6.11,46.86,Datafast,VISA,PAGADA,Ventas
FAC-002207,TXN-202411-0224,2024-11-03,Industrias Reina S.L.N.E,5699599023442,22.22,3.33,25.55,Medianet,MASTERCARD,PAGADA,POS
FAC-002208,TXN-202411-0225,2024-11-02,Farmaceútica Larrañaga S.A.U,3981622664849,1723.78,258.57,1982.35,Datafast,MASTERCARD,PAGADA,E-commerce
FAC-002209,TXN-202411-0226,2024-11-20,Comercializadora GTWG S.A.,9218614628836,160.82,24.12,184.94,Datafast,DINERS,PAGADA,Ventas
FAC-002210,TXN-202411-0227,2024-11-12,Hnos Rodrigo S.Com.,3758053315131,170.38,25.56,195.94,Datafast,VISA,PAGADA,POS
FAC-002211,TXN-202411-0228,2024-11-11,Distribuciones Ibéricos S.L.N.E,9635611702784,53.25,7.99,61.24,PayPhone,VISA,PAGADA,Ventas
FAC-002212,TXN-202411-0229,2024-11-07,Barragán y Calleja S.Com.,7034479372239,23.83,3.58,27.41,Datafast,VISA,PAGADA,Ventas
FAC-002213,TXN-202411-0230,2024-11-09,Hotel del Noroeste S.L.,2476196822588,348.15,52.22,400.37,Datafast,VISA,PAGADA,POS
FAC-002214,TXN-202411-0231,2024-11-03,Inversiones Montesinos S.L.N.E,5384313574087,54.7,8.21,62.91,Medianet,VISA,PAGADA,Ventas
FAC-002215,TXN-202411-0232,2024-11-15,Restauración Ríos y asociados S.A.,4974073972961,400.12,60.02,460.14,Medianet,VISA,PAGADA,Ventas
FAC-002216,TXN-202411-0233,2024-11-11,Miró & Asociados S.A.,7256577990618,34.4,5.16,39.56,PayPhone,VISA,PAGADA,Ventas
FAC-002217,TXN-202411-0234,2024-11-01,Minería Carbajo S.L.N.E,4144251180954,53.1,7.97,61.07,Medianet,MASTERCARD,PAGADA,Ventas
FAC-002218,TXN-202411-0235,2024-11-02,Manufacturas Oliva & Asociados S.A.,5251924152863,36.07,5.41,41.48,Datafast,VISA,PAGADA,Ventas
FAC-002219,TXN-202411-0236,2024-11-02,Calixta Maza Alvarado S.Com.,4984016170649,41.24,6.19,47.43,Datafast,DINERS,PAGADA,E-commerce
FAC-002220,TXN-202411-0237,2024-11-11,Calderón y Almeida S.L.,2544533752015,22.78,3.42,26.2,PayPhone,VISA,PAGADA,POS
FAC-002221,TXN-202411-0238,2024-11-04,Fábrica Globales S.C.P,5891461641573,40.76,6.11,46.87,Datafast,VISA,PAGADA,Ventas
FAC-002222,TXN-202411-0239,2024-11-15,Restauración VRP S.Coop.,3476840913417,279.17,41.88,321.05,Datafast,MASTERCARD,PAGADA,E-commerce
FAC-002223,TXN-202411-0240,2024-11-27,Gerónimo Niño Cuesta S.L.N.E,7410907195714,48.96,7.34,56.3,Medianet,VISA,PAGADA,E-commerce
FAC-002224,TXN-202411-0241,2024-11-11,Infraestructuras Santamaría S.C.P,5414951495583,765.66,114.85,880.51,Datafast,AMEX,PAGADA,Ventas
FAC-002225,TXN-202411-0242,2024-11-24,Custodia Talavera Mendoza S.Coop.,7973680729661,55.29,8.29,63.58,Datafast,MASTERCARD,PAGADA,E-commerce
FAC-002226,TXN-202411-0243,2024-11-13,Garcés y Marquez S.Coop.,7608438816848,45.03,6.75,51.78,PayPhone,VISA,PAGADA,Ventas
FAC-002227,TXN-202411-0244,2024-11-19,Hnos Jaume S.Coop.,2772309907046,60.15,9.02,69.17,Datafast,VISA,PAGADA,Ventas
FAC-002228,TXN-202411-0245,2024-11-27,Manufacturas RWCC S.Coop.,4545030060451,142.73,21.41,164.14,Medianet,MASTERCARD,PAGADA,POS
FAC-002229,TXN-202411-0246,2024-11-07,Talleres Españolas S.Coop.,9699081873300,280.24,42.04,322.28,PayPhone,AMEX,PAGADA,POS
FAC-002230,TXN-202411-0247,2024-11-28,Puerta y Luz S.L.,3276327223736,43.6,6.54,50.14,Datafast,VISA,PAGADA,Ventas
FAC-002231,TXN-202411-0248,2024-11-11,Servicios AGW S.A.,8850432605904,1146.65,172.0,1318.65,Medianet,MASTERCARD,PAGADA,E-commerce
FAC-002232,TXN-202411-0249,2024-11-08,Manufacturas OO S.L.,6935352265493,68.98,10.35,79.33,Medianet,VISA,PAGADA,E-commerce
FAC-002233,TXN-202411-0250,2024-11-04,Iñiguez & Asociados S.L.N.E,1653973451359,414.47,62.17,476.64,Medianet,VISA,PAGADA,Ventas
FAC-002234,TXN-202411-0251,2024-11-02,Soluciones del Levante S.L.U.,8564260600989,145.75,21.86,167.61,Datafast,AMEX,PAGADA,Ventas
FAC-002235,TXN-202411-0252,2024-11-04,Esperanza Díaz Cervera S.L.N.E,6827405143164,285.12,42.77,327.89,Datafast,VISA,PAGADA,E-commerce
FAC-002236,TXN-202411-0253,2024-11-06,Servicios IHHH S.Coop.,2119913656402,258.2,38.73,296.93,PayPhone,MASTERCARD,PAGADA,E-commerce
FAC-002237,TXN-202411-0254,2024-11-11,Comercial SOGB S.Com.,9954260062892,343.37,51.5,394.87,Datafast,VISA,PAGADA,POS
FAC-002238,TXN-202411-0255,2024-11-09,Correa y Suárez S.L.N.E,3138435799389,200.99,30.15,231.14,Datafast,DINERS,PAGADA,E-commerce
FAC-002239,TXN-202411-0256,2024-11-13,Banco Inteligentes S.L.N.E,5094589225174,56.75,8.51,65.26,Datafast,VISA,PAGADA,E-commerce
FAC-002240,TXN-202411-0257,2024-11-28,Lladó & Asociados S.L.,7252949775655,228.12,34.22,262.34,Datafast,DINERS,PAGADA,Ventas
FAC-002241,TXN-202411-0258,2024-11-13,Farmaceútica del Sur S.A.,2328895638367,46.32,6.95,53.27,Datafast,DINERS,PAGADA,Ventas
FAC-002242,TXN-202411-0259,2024-11-02,Santana y asociados S.L.N.E,6265703101221,397.29,59.59,456.88,Datafast,DINERS,PAGADA,E-commerce
FAC-002243,TXN-202411-0260,2024-11-05,Farmaceútica HKCV S.Coop.,4138753421448,38.17,5.73,43.9,PayPhone,VISA,PAGADA,Ventas
FAC-002244,TXN-202411-0261,2024-11-24,Maxi Casal Barrera S.Com.,3754574988396,146.2,21.93,168.13,Datafast,VISA,PAGADA,Ventas
FAC-002245,TXN-202411-0262,2024-11-06,Hotel Avanzadas S.Coop.,7638252543093,222.68,33.4,256.08,Datafast,MASTERCARD,PAGADA,Ventas
FAC-002246,TXN-202411-0263,2024-11-29,Desarrollo Tomas & Asociados S.L.,5335215173466,135.9,20.38,156.28,PayPhone,MASTERCARD,PAGADA,POS
FAC-002247,TXN-202411-0264,2024-11-12,Banco Iberia S.L.L.,1268992471575,30.67,4.6,35.27,Medianet,VISA,PAGADA,Ventas
FAC-002248,TXN-202411-0265,2024-11-16,Banca Privada Herranz y asociados S.Com.,6310801030221,6.21,0.93,7.14,Medianet,VISA,PAGADA,POS
FAC-002249,TXN-202411-0266,2024-11-25,Servicios Ibérica S.A.,2739551216983,39.53,5.93,45.46,Medianet,VISA,PAGADA,Ventas
FAC-002250,TXN-202411-0267,2024-11-08,Hnos Vicente S.A.,2732854142263,27.09,4.06,31.15,Medianet,VISA,PAGADA,Ventas
FAC-002251,TXN-202411-0268,2024-11-14,Logística Castellana S.A.,9026214453715,1444.42,216.66,1661.08,Datafast,VISA,PAGADA,E-commerce
FAC-002252,TXN-202411-0269,2024-11-16,Ana Belén Pont Marti S.L.N.E,9204519678778,69.83,10.47,80.3,Datafast,AMEX,PAGADA,E-commerce
FAC-002253,TXN-202411-0270,2024-11-20,Viana y Gutiérrez S.C.P,7401159132684,39.57,5.93,45.5,PayPhone,VISA,PAGADA,Ventas
FAC-002254,TXN-202411-0271,2024-11-07,Banca Privada Rivera S.Coop.,3332635546903,380.72,57.11,437.83,Medianet,VISA,PAGADA,E-commerce
FAC-002255,TXN-202411-0272,2024-11-03,Tecnologías CTP S.Com.,3469310571973,925.11,138.77,1063.88,Datafast,VISA,PAGADA,E-commerce
FAC-002256,TXN-202411-0273,2024-11-08,Suministros UHL S.Coop.,3238154552787,108.0,16.2,124.2,Datafast,VISA,PAGADA,Ventas
FAC-002257,TXN-202411-0274,2024-11-22,Restauración OLVL S.L.N.E,6526023564093,67.87,10.18,78.05,Datafast,MASTERCARD,PAGADA,Ventas
FAC-002258,TXN-202411-0275,2024-11-05,Llorente y Donaire S.A.,1199986891950,347.1,52.06,399.16,Medianet,MASTERCARD,PAGADA,E-commerce
FAC-002259,TXN-202411-0276,2024-11-02,Servicios Llabrés S.Coop.,7186796999938,410.9,61.64,472.54,Datafast,MASTERCARD,PAGADA,Ventas
FAC-002260,TXN-202411-0277,2024-11-06,Supermercados Castellana S.Com.,2391948746123,17.25,2.59,19.84,PayPhone,VISA,PAGADA,POS
FAC-002261,TXN-202411-0278,2024-11-11,Manufacturas Gámez y asociados S.Coop.,9419002415517,128.69,19.3,147.99,Datafast,VISA,PAGADA,Ventas
FAC-002262,TXN-202411-0279,2024-11-27,Consultoría Urrutia & Asociados S.L.,5186373533270,45.35,6.8,52.15,Medianet,VISA,PAGADA,POS
FAC-002263,TXN-202411-0280,2024-11-15,Luna Torres Badía S.Coop.,2689966686858,21.49,3.22,24.71,Datafast,DINERS,PAGADA,E-commerce
FAC-002264,TXN-202411-0281,2024-11-29,Machado y asociados S.A.,4431162106514,26.35,3.95,30.3,Medianet,MASTERCARD,PAGADA,Ventas
FAC-002265,TXN-202411-0282,2024-11-22,Tecnologías XM S.A.,9994739654310,40.15,6.02,46.17,Datafast,AMEX,PAGADA,E-commerce
FAC-002266,TXN-202411-0283,2024-11-12,Mateos y Prado S.L.N.E,5357710302759,8.46,1.27,9.73,Medianet,VISA,PAGADA,POS
FAC-002267,TXN-202411-0284,2024-11-15,Farmaceútica DZD S.C.P,6308895869793,19.16,2.87,22.03,Medianet,DINERS,PAGADA,E-commerce
FAC-002268,TXN-202411-0285,2024-11-15,Lucena y Nuñez S.A.,5284342314945,27.02,4.05,31.07,Datafast,MASTERCARD,PAGADA,Ventas
FAC-002269,TXN-202411-0286,2024-11-06,Eulalia Villena Roma S.Coop.,3112586062098,2547.13,382.07,2929.2,Medianet,DINERS,PAGADA,Ventas
FAC-002270,TXN-202411-0288,2024-11-25,Amaya y Castillo S.Coop.,2380409991514,261.51,39.23,300.74,Medianet,VISA,PAGADA,POS
FAC-002271,TXN-202411-0289,2024-11-18,Logística ZBAE S.Com.,2340508501347,39.12,5.87,44.99,Medianet,MASTERCARD,PAGADA,E-commerce
FAC-002272,TXN-202411-0290,2024-11-22,Consultoría Malo y asociados S.L.,9042963641226,14.7,2.21,16.91,Medianet,DINERS,PAGADA,POS
FAC-002273,TXN-202411-0291,2024-11-23,Desarrollo HVZ S.L.L.,4872543924539,65.04,9.76,74.8,Medianet,AMEX,PAGADA,Ventas
FAC-002274,TXN-202411-0292,2024-11-02,Banca Privada del Noroeste S.L.U.,6004240817442,17.53,2.63,20.16,Medianet,DINERS,PAGADA,POS
FAC-002275,TXN-202411-0293,2024-11-15,Desarrollo Clavero & Asociados S.A.,5739685276820,2377.7,356.66,2734.36,Datafast,AMEX,PAGADA,Ventas
FAC-002276,TXN-202411-0294,2024-11-18,Distribuciones QO S.A.U,8218812246614,20.74,3.11,23.85,Datafast,DINERS,PAGADA,POS
FAC-002277,TXN-202411-0295,2024-11-02,Vera & Asociados S.C.P,3080970209790,419.91,62.99,482.9,Datafast,DINERS,PAGADA,E-commerce
FAC-002278,TXN-202411-0296,2024-11-08,Manufacturas Globales S.A.,8763515911753,67.75,10.16,77.91,Datafast,VISA,PAGADA,POS
FAC-002279,TXN-202411-0297,2024-11-27,Fábrica del Noroeste S.C.P,4017025337970,16.96,2.54,19.5,Medianet,MASTERCARD,PAGADA,Ventas
FAC-002280,TXN-202411-0298,2024-11-04,Grupo Sainz S.Coop.,7860437758725,62.57,9.38,71.95,Datafast,DINERS,PAGADA,Ventas
FAC-002281,TXN-202411-0299,2024-11-22,Anguita y Salmerón S.Com.,3571720153330,33.26,4.99,38.25,Medianet,DINERS,PAGADA,Ventas
FAC-002282,TXN-202411-0300,2024-11-04,Manufacturas Internacionales S.L.L.,1032569647413,24.64,3.7,28.34,Medianet,VISA,PAGADA,Ventas
FAC-002283,TXN-202411-0301,2024-11-18,Hnos Roldan S.L.,4011519683948,57.97,8.7,66.67,Medianet,VISA,PAGADA,Ventas
FAC-002284,TXN-202411-0302,2024-11-24,Familia Caro S.A.,9842266315430,345.03,51.76,396.79,Medianet,VISA,PAGADA,Ventas
FAC-002285,TXN-202411-0303,2024-11-09,Finanzas AGE S.A.,8590349131565,59.0,8.85,67.85,PayPhone,DINERS,PAGADA,POS
FAC-002286,TXN-202411-0304,2024-11-28,Transportes Valle S.Com.,3566713646351,50.63,7.6,58.23,Medianet,VISA,PAGADA,POS
FAC-002287,TXN-202411-0305,2024-11-20,Transportes Roig S.Com.,4852282325348,69.41,10.41,79.82,Medianet,VISA,PAGADA,Ventas
FAC-002288,TXN-202411-0306,2024-11-23,Hotel Inteligentes S.L.,9452979934965,250.17,37.53,287.7,PayPhone,VISA,PAGADA,POS
FAC-002289,TXN-202411-0307,2024-11-24,Servicios Llobet S.L.,6675833521970,171.9,25.79,197.69,Datafast,MASTERCARD,PAGADA,Ventas
FAC-002290,TXN-202411-0308,2024-11-27,Banca Privada del Noroeste S.L.,9764064123154,31.71,4.76,36.47,Datafast,VISA,PAGADA,E-commerce
FAC-002291,TXN-202411-0309,2024-11-08,Grupo Real S.L.,1524478307501,56.91,8.54,65.45,PayPhone,VISA,PAGADA,E-commerce
FAC-002292,TXN-202411-0310,2024-11-25,Banco Navarro S.L.,6132703491410,107.54,16.13,123.67,Datafast,MASTERCARD,PAGADA,POS
FAC-002293,TXN-202411-0311,2024-11-28,Comercial Paz S.C.P,9652696364272,291.11,43.67,334.78,Datafast,MASTERCARD,PAGADA,Ventas
FAC-002294,TXN-202411-0312,2024-11-04,Hermanos Pedrero S.A.,1926454367687,359.4,53.91,413.31,Datafast,MASTERCARD,PAGADA,Ventas
FAC-002295,TXN-202411-0313,2024-11-23,Familia Carranza S.A.,8867467269863,42.18,6.33,48.51,Datafast,DINERS,PAGADA,Ventas
FAC-002296,TXN-202411-0314,2024-11-26,Aurelia Villanueva Mariscal S.L.N.E,1013332798821,196.41,29.46,225.87,Datafast,VISA,PAGADA,Ventas
FAC-002297,TXN-202411-0315,2024-11-27,Comercial Españolas S.L.L.,6702671996149,65.66,9.85,75.51,PayPhone,MASTERCARD,PAGADA,POS
FAC-002298,TXN-202411-0316,2024-11-06,Tecnologías Prada S.Coop.,4691851475616,904.43,135.67,1040.1,Medianet,VISA,PAGADA,POS
FAC-002299,TXN-202411-0317,2024-11-01,Arjona y Briones S.Com.,1538495260682,31.23,4.68,35.91,Medianet,VISA,PAGADA,Ventas
FAC-002300,TXN-202411-0318,2024-11-12,Ibañez y Collado S.Com.,3087956141096,48.9,7.33,56.23,Datafast,AMEX,PAGADA,E-commerce
FAC-002301,TXN-202411-0319,2024-11-21,Comercial Yuste S.L.L.,5815929325789,49.94,7.49,57.43,Datafast,MASTERCARD,PAGADA,POS
FAC-002302,TXN-202411-0320,2024-11-21,Alimentación Inteligentes S.Com.,1588506903034,384.92,57.74,442.66,Medianet,VISA,PAGADA,Ventas
FAC-002303,TXN-202411-0321,2024-11-16,Supermercados WT S.A.,7111202730238,132.4,19.86,152.26,Medianet,MASTERCARD,PAGADA,Ventas
FAC-002304,TXN-202411-0322,2024-11-08,Hotel Ibáñez y asociados S.Coop.,9059512920722,374.97,56.25,431.22,Datafast,MASTERCARD,PAGADA,E-commerce
FAC-002305,TXN-202411-0323,2024-11-11,Desarrollo NM S.Coop.,3503358233989,303.1,45.47,348.57,PayPhone,VISA,PAGADA,Ventas
FAC-002306,TXN-202411-0324,2024-11-23,Marina Cazorla Maldonado S.L.N.E,9651113997738,21.61,3.24,24.85,Datafast,VISA,PAGADA,Ventas
FAC-002307,TXN-202411-0325,2024-11-06,Prado y asociados S.L.,9479278767823,345.22,51.78,397.0,Datafast,AMEX,PAGADA,POS
FAC-002308,TXN-202411-0326,2024-11-21,Despacho Reyes S.L.,6008422966514,37.36,5.6,42.96,Datafast,VISA,PAGADA,Ventas
FAC-002309,TXN-202411-0327,2024-11-03,Alarcón & Asociados S.Coop.,4248657430620,44.69,6.7,51.39,Datafast,MASTERCARD,PAGADA,Ventas
FAC-002310,TXN-202411-0328,2024-11-28,Cabeza & Asociados S.Com.,5881484991987,1876.5,281.48,2157.98,Datafast,MASTERCARD,PAGADA,E-commerce
FAC-002311,TXN-202411-0329,2024-11-13,Infraestructuras Chamorro S.Coop.,2802981130084,13.03,1.95,14.98,Datafast,VISA,PAGADA,Ventas
FAC-002312,TXN-202411-0330,2024-11-20,Promociones BX S.Com.,4039141981179,361.18,54.18,415.36,PayPhone,MASTERCARD,PAGADA,Ventas
FAC-002313,TXN-202411-0331,2024-11-08,Banco Figuerola y asociados S.Com.,6233050749504,58.23,8.73,66.96,PayPhone,VISA,PAGADA,Ventas
FAC-002314,TXN-202411-0332,2024-11-23,Farmaceútica del Noroeste S.A.,4632719298028,18.99,2.85,21.84,Datafast,DINERS,PAGADA,E-commerce
FAC-002315,TXN-202411-0333,2024-11-01,Despacho GQQ S.L.N.E,4541616936240,148.44,22.27,170.71,Datafast,VISA,PAGADA,POS
FAC-002316,TXN-202411-0334,2024-11-14,Finanzas Olivera & Asociados S.Com.,7685163238137,375.59,56.34,431.93,Datafast,VISA,PAGADA,Ventas
