authorization_code,transaction_id,transaction_date,gateway_name,card_type,card_last4,gross_amount,gateway_fee,net_to_bank,currency,status,batch_id
AUTH391290,TXN-202411-0488,2024-11-17,Medianet,VISA,4969,71.36,2.28,65.16,USD,SETTLED,BATCH-7081
AUTH983020,TXN-202411-0489,2024-11-01,Datafast,MASTERCARD,7565,66.39,2.32,60.44,USD,SETTLED,BATCH-5639
AUTH727212,TXN-202411-0490,2024-11-25,Datafast,VISA,5878,53.87,1.89,49.02,USD,SETTLED,BATCH-9970
AUTH927948,TXN-202411-0491,2024-11-21,Datafast,VISA,7000,869.04,30.42,790.82,USD,SETTLED,BATCH-8872
AUTH181145,TXN-202411-0492,2024-11-09,Medianet,MASTERCARD,1756,125.25,4.01,114.35,USD,SETTLED,BATCH-3518
AUTH370204,TXN-202411-0493,2024-11-05,Datafast,MASTERCARD,3371,17.22,0.6,15.68,USD,SETTLED,BATCH-1206
AUTH727826,TXN-202411-0494,2024-11-12,PayPhone,VISA,3878,312.08,11.86,283.06,USD,SETTLED,BATCH-2695
AUTH840363,TXN-202411-0495,2024-11-21,Datafast,MASTERCARD,4891,344.13,12.04,313.16,USD,SETTLED,BATCH-3352
AUTH630669,TXN-202411-0496,2024-11-10,Datafast,VISA,2754,94.5,3.31,85.99,USD,SETTLED,BATCH-5302
AUTH548003,TXN-202411-0497,2024-11-23,Medianet,MASTERCARD,5035,103.46,3.31,94.46,USD,SETTLED,BATCH-1943
AUTH136051,TXN-202411-0498,2024-11-17,Datafast,VISA,5183,16.37,0.57,14.9,USD,SETTLED,BATCH-3269
AUTH717902,TXN-202411-0499,2024-11-11,PayPhone,VISA,3171,488.37,18.56,442.95,USD,SETTLED,BATCH-7143
AUTH876043,TXN-202411-0500,2024-11-17,Datafast,MASTERCARD,8723,45.88,1.61,41.75,USD,SETTLED,BATCH-5752
AUTH750348,TXN-202412-0001,2024-12-27,Medianet,VISA,6927,66.71,2.13,60.91,USD,SETTLED,BATCH-6521
AUTH430295,TXN-202412-0002,2024-12-08,Datafast,VISA,7079,1151.89,40.32,1048.21,USD,SETTLED,BATCH-6263
AUTH953402,TXN-202412-0003,2024-12-08,Medianet,MASTERCARD,8234,68.22,2.18,62.29,USD,SETTLED,BATCH-1389
AUTH428815,TXN-202412-0004,2024-12-28,Datafast,VISA,7202,16.45,0.58,14.97,USD,SETTLED,BATCH-1947
AUTH114896,TXN-202412-0005,2024-12-01,Medianet,VISA,8644,361.51,11.57,330.05,USD,SETTLED,BATCH-6604
AUTH395798,TXN-202412-0006,2024-12-18,Medianet,VISA,4027,372.79,11.93,340.35,USD,SETTLED,BATCH-5846
AUTH726225,TXN-202412-0007,2024-12-01,Datafast,MASTERCARD,2047,48.71,1.7,44.33,USD,SETTLED,BATCH-1513
AUTH836310,TXN-202412-0008,2024-12-06,Medianet,MASTERCARD,2805,72.39,2.32,66.09,USD,SETTLED,BATCH-9311
AUTH939317,TXN-202412-0009,2024-12-10,Datafast,MASTERCARD,6426,2360.63,82.62,2148.17,USD,SETTLED,BATCH-1597
AUTH793988,TXN-202412-0010,2024-12-20,Medianet,MASTERCARD,5797,20.12,0.64,18.37,USD,SETTLED,BATCH-4420
AUTH317618,TXN-202412-0011,2024-12-10,Datafast,VISA,1397,13.94,0.49,12.68,USD,SETTLED,BATCH-9126
AUTH249865,TXN-202412-0012,2024-12-13,Datafast,MASTERCARD,5673,294.96,10.32,268.42,USD,SETTLED,BATCH-7577
AUTH963550,TXN-202412-0013,2024-12-28,Datafast,VISA,5239,391.98,13.72,356.7,USD,SETTLED,BATCH-8507
AUTH537199,TXN-202412-0014,2024-12-22,Datafast,MASTERCARD,4179,429.83,15.04,391.15,USD,SETTLED,BATCH-4881
AUTH912727,TXN-202412-0015,2024-12-21,PayPhone,AMEX,2393,9.08,0.35,8.23,USD,SETTLED,BATCH-9526
AUTH557722,TXN-202412-0016,2024-12-10,Medianet,AMEX,9541,43.33,1.39,39.56,USD,SETTLED,BATCH-9355
AUTH411006,TXN-202412-0017,2024-12-24,Datafast,VISA,4327,42.47,1.49,38.65,USD,SETTLED,BATCH-8836
AUTH326993,TXN-202412-0018,2024-12-30,Medianet,VISA,5901,61.54,1.97,56.18,USD,SETTLED,BATCH-3213
AUTH233755,TXN-202412-0019,2024-12-31,Datafast,MASTERCARD,5075,360.15,12.61,327.73,USD,SETTLED,BATCH-6076
AUTH238189,TXN-202412-0020,2024-12-02,Datafast,VISA,8141,7.34,0.26,6.68,USD,SETTLED,BATCH-7185
AUTH881505,TXN-202412-0021,2024-12-19,PayPhone,DINERS,7103,33.61,1.28,30.48,USD,SETTLED,BATCH-2595
AUTH333236,TXN-202412-0022,2024-12-24,Datafast,VISA,4686,487.79,17.07,443.89,USD,SETTLED,BATCH-7418
AUTH719160,TXN-202412-0023,2024-12-29,Datafast,VISA,2385,62.78,2.2,57.12,USD,SETTLED,BATCH-4515
AUTH369756,TXN-202412-0024,2024-12-26,Datafast,VISA,1624,2718.4,95.14,2473.75,USD,SETTLED,BATCH-1216
AUTH499513,TXN-202412-0025,2024-12-29,Datafast,MASTERCARD,3568,2481.91,86.87,2258.53,USD,SETTLED,BATCH-4312
AUTH206356,TXN-202412-0026,2024-12-29,Datafast,VISA,8926,271.2,9.49,246.8,USD,SETTLED,BATCH-5621
AUTH237114,TXN-202412-0027,2024-12-03,Medianet,VISA,8924,47.24,1.51,43.13,USD,SETTLED,BATCH-5075
AUTH205742,TXN-202412-0028,2024-12-02,Medianet,VISA,2944,33.31,1.07,30.41,USD,SETTLED,BATCH-9620
AUTH264572,TXN-202412-0029,2024-12-29,Datafast,VISA,2756,6.0,0.21,5.46,USD,SETTLED,BATCH-4600
AUTH853507,TXN-202412-0030,2024-12-24,Medianet,DINERS,6254,378.16,12.1,345.26,USD,SETTLED,BATCH-1973
AUTH674674,TXN-202412-0031,2024-12-07,Datafast,VISA,1258,484.54,16.96,440.93,USD,SETTLED,BATCH-1450
AUTH714175,TXN-202412-0032,2024-12-19,Medianet,AMEX,7684,610.31,19.53,557.22,USD,SETTLED,BATCH-1490
AUTH838080,TXN-202412-0033,2024-12-24,Medianet,MASTERCARD,3409,380.54,12.18,347.43,USD,SETTLED,BATCH-2302
AUTH659590,TXN-202412-0034,2024-12-18,Datafast,VISA,2879,66.55,2.33,60.56,USD,SETTLED,BATCH-5768
AUTH944713,TXN-202412-0035,2024-12-11,Datafast,AMEX,8662,307.12,10.75,279.48,USD,SETTLED,BATCH-4660
AUTH782535,TXN-202412-0036,2024-12-12,Medianet,VISA,3072,236.29,7.56,215.74,USD,SETTLED,BATCH-6126
AUTH178255,TXN-202412-0037,2024-12-14,Datafast,MASTERCARD,7386,363.8,12.73,331.06,USD,SETTLED,BATCH-3578
AUTH792618,TXN-202412-0038,2024-12-30,PayPhone,VISA,6566,15.32,0.58,13.9,USD,SETTLED,BATCH-6033
AUTH209397,TXN-202412-0039,2024-12-29,Medianet,VISA,2052,56.03,1.79,51.16,USD,SETTLED,BATCH-4703
AUTH445552,TXN-202412-0040,2024-12-11,Datafast,AMEX,8404,862.63,30.19,784.99,USD,SETTLED,BATCH-1290
AUTH745836,TXN-202412-0041,2024-12-27,Medianet,MASTERCARD,4500,320.95,10.27,293.03,USD,SETTLED,BATCH-9056
AUTH402321,TXN-202412-0042,2024-12-17,PayPhone,VISA,3649,449.9,17.1,408.05,USD,SETTLED,BATCH-5554
AUTH689703,TXN-202412-0043,2024-12-22,Datafast,VISA,9343,75.09,2.63,68.33,USD,SETTLED,BATCH-2742
AUTH455922,TXN-202412-0044,2024-12-11,Medianet,MASTERCARD,2827,285.46,9.13,260.63,USD,SETTLED,BATCH-8170
AUTH339052,TXN-202412-0045,2024-12-27,PayPhone,VISA,8001,1807.8,68.7,1639.67,USD,SETTLED,BATCH-7762
AUTH363693,TXN-202412-0046,2024-12-04,Datafast,VISA,3314,61.37,2.15,55.85,USD,SETTLED,BATCH-6146
AUTH117074,TXN-202412-0047,2024-12-07,Medianet,VISA,2366,456.0,14.59,416.33,USD,SETTLED,BATCH-5447
AUTH104282,TXN-202412-0048,2024-12-05,Datafast,MASTERCARD,1877,13.09,0.46,11.91,USD,SETTLED,BATCH-7771
AUTH833796,TXN-202412-0049,2024-12-07,Medianet,VISA,9248,207.2,6.63,189.18,USD,SETTLED,BATCH-7348
AUTH176791,TXN-202412-0050,2024-12-10,Medianet,DINERS,9014,6.22,0.2,5.68,USD,SETTLED,BATCH-3500
AUTH291315,TXN-202412-0051,2024-12-15,Datafast,AMEX,4745,108.15,3.79,98.41,USD,SETTLED,BATCH-9388
AUTH818333,TXN-202412-0052,2024-12-10,Datafast,VISA,3549,57.34,2.01,52.18,USD,SETTLED,BATCH-9135
AUTH572310,TXN-202412-0053,2024-12-16,Datafast,VISA,3567,49.23,1.72,44.8,USD,SETTLED,BATCH-4189
AUTH558162,TXN-202412-0054,2024-12-11,Medianet,VISA,2604,7.36,0.24,6.72,USD,SETTLED,BATCH-6885
AUTH877322,TXN-202412-0055,2024-12-18,Datafast,MASTERCARD,5033,241.18,8.44,219.48,USD,SETTLED,BATCH-2634
AUTH832966,TXN-202412-0056,2024-12-22,Datafast,MASTERCARD,7505,478.63,16.75,435.55,USD,SETTLED,BATCH-9550
AUTH271283,TXN-202412-0057,2024-12-03,PayPhone,VISA,2237,2397.62,91.11,2174.64,USD,SETTLED,BATCH-7186
AUTH244148,TXN-202412-0058,2024-12-21,Datafast,VISA,6279,67.3,2.36,61.24,USD,SETTLED,BATCH-3568
AUTH302488,TXN-202412-0059,2024-12-02,Datafast,MASTERCARD,8252,78.8,2.76,71.7,USD,SETTLED,BATCH-3380
AUTH956288,TXN-202412-0060,2024-12-14,Datafast,MASTERCARD,4568,170.95,5.98,155.57,USD,SETTLED,BATCH-6518
AUTH720314,TXN-202412-0061,2024-12-30,Datafast,VISA,8544,407.95,14.28,371.23,USD,SETTLED,BATCH-3542
AUTH656851,TXN-202412-0062,2024-12-13,Datafast,MASTERCARD,8129,57.28,2.0,52.13,USD,SETTLED,BATCH-8411
AUTH837357,TXN-202412-0063,2024-12-16,Medianet,VISA,8930,373.25,11.94,340.78,USD,SETTLED,BATCH-6362
AUTH418961,TXN-202412-0064,2024-12-11,PayPhone,VISA,2866,26.77,1.02,24.28,USD,SETTLED,BATCH-7622
AUTH621884,TXN-202412-0065,2024-12-16,Datafast,VISA,1440,163.63,5.73,148.9,USD,SETTLED,BATCH-1912
AUTH414752,TXN-202412-0066,2024-12-25,Datafast,MASTERCARD,6881,460.27,16.11,418.85,USD,SETTLED,BATCH-1068
AUTH281010,TXN-202412-0067,2024-12-28,Datafast,VISA,3243,56.23,1.97,51.17,USD,SETTLED,BATCH-3718
AUTH966869,TXN-202412-0068,2024-12-04,Datafast,VISA,9418,462.9,16.2,421.24,USD,SETTLED,BATCH-3087
AUTH767916,TXN-202412-0069,2024-12-15,Datafast,MASTERCARD,8392,1906.93,66.74,1735.31,USD,SETTLED,BATCH-5092
AUTH269466,TXN-202412-0070,2024-12-23,Datafast,MASTERCARD,8984,44.39,1.55,40.4,USD,SETTLED,BATCH-1612
AUTH457572,TXN-202412-0071,2024-12-18,Medianet,VISA,1016,25.92,0.83,23.66,USD,SETTLED,BATCH-3124
AUTH517009,TXN-202412-0072,2024-12-12,Datafast,VISA,8242,76.15,2.67,69.29,USD,SETTLED,BATCH-4677
AUTH849870,TXN-202412-0073,2024-12-04,Datafast,AMEX,5784,2688.83,94.11,2446.83,USD,SETTLED,BATCH-5701
AUTH583493,TXN-202412-0074,2024-12-18,Datafast,MASTERCARD,6673,267.36,9.36,243.3,USD,SETTLED,BATCH-1638
AUTH882786,TXN-202412-0075,2024-12-19,Medianet,VISA,2326,2140.66,68.5,1954.42,USD,SETTLED,BATCH-7099
AUTH628498,TXN-202412-0076,2024-12-24,Datafast,VISA,7113,27.53,0.96,25.05,USD,SETTLED,BATCH-7262
AUTH829896,TXN-202412-0077,2024-12-17,Datafast,VISA,4219,5.91,0.21,5.37,USD,SETTLED,BATCH-8669
AUTH615579,TXN-202412-0078,2024-12-11,Datafast,MASTERCARD,1925,65.86,2.31,59.93,USD,SETTLED,BATCH-8399
AUTH167333,TXN-202412-0079,2024-12-16,PayPhone,AMEX,5166,40.61,1.54,36.83,USD,SETTLED,BATCH-2672
AUTH988400,TXN-202412-0080,2024-12-26,Datafast,VISA,5491,307.39,10.76,279.73,USD,SETTLED,BATCH-4022
AUTH638330,TXN-202412-0081,2024-12-03,Datafast,VISA,6206,69.59,2.44,63.32,USD,SETTLED,BATCH-6888
AUTH911966,TXN-202412-0082,2024-12-25,Medianet,DINERS,1837,183.77,5.88,167.78,USD,SETTLED,BATCH-2291
AUTH625532,TXN-202412-0083,2024-12-02,PayPhone,VISA,1169,24.69,0.94,22.39,USD,SETTLED,BATCH-7045
AUTH651923,TXN-202412-0084,2024-12-24,Datafast,VISA,3909,19.45,0.68,17.7,USD,SETTLED,BATCH-9497
AUTH248209,TXN-202412-0085,2024-12-05,Datafast,MASTERCARD,1096,394.42,13.8,358.93,USD,SETTLED,BATCH-1712
AUTH235022,TXN-202412-0086,2024-12-25,Medianet,MASTERCARD,3145,351.34,11.24,320.78,USD,SETTLED,BATCH-5299
AUTH314989,TXN-202412-0087,2024-12-14,Datafast,MASTERCARD,7181,62.98,2.2,57.32,USD,SETTLED,BATCH-2675
AUTH572122,TXN-202412-0088,2024-12-05,Datafast,VISA,9531,71.87,2.52,65.4,USD,SETTLED,BATCH-9463
AUTH651403,TXN-202412-0089,2024-12-30,Datafast,VISA,4998,53.76,1.88,48.92,USD,SETTLED,BATCH-3719
AUTH774192,TXN-202412-0090,2024-12-31,Datafast,MASTERCARD,9099,28.11,0.98,25.59,USD,SETTLED,BATCH-9304
AUTH672560,TXN-202412-0091,2024-12-23,Medianet,VISA,1560,369.15,11.81,337.04,USD,SETTLED,BATCH-1196
AUTH780454,TXN-202412-0092,2024-12-16,PayPhone,MASTERCARD,4490,321.08,12.2,291.22,USD,SETTLED,BATCH-6518
AUTH606544,TXN-202412-0093,2024-12-21,Datafast,VISA,6073,43.77,1.53,39.83,USD,SETTLED,BATCH-2137
AUTH160616,TXN-202412-0094,2024-12-17,Datafast,VISA,6672,26.67,0.93,24.27,USD,SETTLED,BATCH-7763
AUTH445849,TXN-202412-0095,2024-12-12,Datafast,AMEX,1905,1915.04,67.03,1742.68,USD,SETTLED,BATCH-7595
AUTH789191,TXN-202412-0096,2024-12-20,Datafast,VISA,3786,196.98,6.89,179.26,USD,SETTLED,BATCH-8067
AUTH673209,TXN-202412-0097,2024-12-26,Medianet,VISA,6180,410.5,13.14,374.78,USD,SETTLED,BATCH-1711
AUTH989003,TXN-202412-0098,2024-12-11,Datafast,MASTERCARD,9241,45.71,1.6,41.59,USD,SETTLED,BATCH-9884
AUTH404216,TXN-202412-0099,2024-12-29,Medianet,MASTERCARD,7549,59.34,1.9,54.18,USD,SETTLED,BATCH-2880
AUTH170666,TXN-202412-0100,2024-12-06,Medianet,VISA,8415,428.76,13.72,391.46,USD,SETTLED,BATCH-3944
AUTH506777,TXN-202412-0101,2024-12-30,PayPhone,VISA,7497,58.78,2.23,53.31,USD,SETTLED,BATCH-4563
AUTH647520,TXN-202412-0102,2024-12-04,Datafast,VISA,1773,10.4,0.36,9.47,USD,SETTLED,BATCH-3082
AUTH151879,TXN-202412-0103,2024-12-30,PayPhone,DINERS,4895,19.17,0.73,17.39,USD,SETTLED,BATCH-8992
AUTH503093,TXN-202412-0104,2024-12-09,PayPhone,VISA,1778,1958.96,74.44,1776.78,USD,SETTLED,BATCH-9637
AUTH831411,TXN-202412-0105,2024-12-16,Medianet,VISA,5459,37.08,1.19,33.85,USD,SETTLED,BATCH-5815
AUTH180777,TXN-202412-0106,2024-12-04,Datafast,VISA,1139,15.48,0.54,14.09,USD,SETTLED,BATCH-5512
AUTH866810,TXN-202412-0107,2024-12-04,Medianet,DINERS,4370,10.27,0.33,9.38,USD,SETTLED,BATCH-8961
AUTH309640,TXN-202412-0108,2024-12-14,Medianet,VISA,5475,60.73,1.94,55.45,USD,SETTLED,BATCH-1551
AUTH831809,TXN-202412-0109,2024-12-20,Datafast,MASTERCARD,7686,13.36,0.47,12.16,USD,SETTLED,BATCH-7252
AUTH858473,TXN-202412-0110,2024-12-19,Datafast,VISA,8524,51.37,1.8,46.75,USD,SETTLED,BATCH-4173
AUTH367825,TXN-202412-0111,2024-12-19,PayPhone,VISA,6701,6.72,0.26,6.09,USD,SETTLED,BATCH-7820
AUTH703491,TXN-202412-0112,2024-12-18,Medianet,VISA,5875,1458.18,46.66,1331.32,USD,SETTLED,BATCH-2358
AUTH773640,TXN-202412-0113,2024-12-09,Datafast,VISA,2127,337.94,14.73,304.62,USD,SETTLED,BATCH-6347
AUTH488054,TXN-202412-0114,2024-12-20,Datafast,VISA,9789,23.15,0.81,21.07,USD,SETTLED,BATCH-3302
AUTH520283,TXN-202412-0115,2024-12-22,PayPhone,AMEX,3395,5.24,0.2,4.76,USD,SETTLED,BATCH-8760
AUTH420809,TXN-202412-0116,2024-12-08,Datafast,AMEX,4933,267.39,9.36,243.33,USD,SETTLED,BATCH-7404
AUTH590249,TXN-202412-0117,2024-12-29,PayPhone,VISA,7946,16.28,0.62,-14.77,USD,CHARGEBACK,BATCH-6291
AUTH883908,TXN-202412-0118,2024-12-07,PayPhone,MASTERCARD,9875,62.38,2.37,56.58,USD,SETTLED,BATCH-5617
AUTH702883,TXN-202412-0119,2024-12-16,Datafast,MASTERCARD,9273,29.16,1.02,26.54,USD,SETTLED,BATCH-5960
AUTH728577,TXN-202412-0120,2024-12-23,Medianet,AMEX,2577,236.64,7.57,216.05,USD,SETTLED,BATCH-5963
AUTH662540,TXN-202412-0121,2024-12-07,Medianet,MASTERCARD,1731,64.11,2.05,58.54,USD,SETTLED,BATCH-3544
AUTH384183,TXN-202412-0122,2024-12-08,Datafast,VISA,2237,26.8,0.94,24.38,USD,SETTLED,BATCH-1242
AUTH510428,TXN-202412-0123,2024-12-08,Medianet,VISA,4990,75.14,2.4,68.61,USD,SETTLED,BATCH-3371
AUTH125691,TXN-202412-0124,2024-12-12,Medianet,VISA,3165,243.33,7.79,222.16,USD,SETTLED,BATCH-3622
AUTH889617,TXN-202412-0125,2024-12-03,Datafast,VISA,8313,461.86,16.17,420.29,USD,SETTLED,BATCH-5252
AUTH812453,TXN-202412-0126,2024-12-16,Datafast,VISA,3826,79.78,2.79,72.6,USD,SETTLED,BATCH-3444
AUTH440333,TXN-202412-0127,2024-12-26,Datafast,AMEX,2174,331.62,11.61,301.77,USD,SETTLED,BATCH-5113
AUTH640345,TXN-202412-0128,2024-12-03,PayPhone,DINERS,1794,62.05,2.36,56.28,USD,SETTLED,BATCH-9793
AUTH549190,TXN-202412-0129,2024-12-03,PayPhone,VISA,6137,101.03,3.84,91.64,USD,SETTLED,BATCH-9916
AUTH820055,TXN-202412-0130,2024-12-09,PayPhone,VISA,2640,69.39,2.64,62.92,USD,SETTLED,BATCH-7437
AUTH565381,TXN-202412-0131,2024-12-03,Datafast,VISA,4992,22.39,0.78,20.38,USD,SETTLED,BATCH-4135
AUTH753820,TXN-202412-0132,2024-12-31,Datafast,MASTERCARD,5006,480.61,16.82,437.35,USD,SETTLED,BATCH-2155
AUTH382422,TXN-202412-0133,2024-12-08,Datafast,MASTERCARD,5600,2737.31,95.81,2490.95,USD,SETTLED,BATCH-5002
AUTH694929,TXN-202412-0134,2024-12-04,PayPhone,VISA,7148,108.3,4.12,98.23,USD,SETTLED,BATCH-8561
AUTH912692,TXN-202412-0135,2024-12-25,PayPhone,VISA,1984,39.69,1.51,35.99,USD,SETTLED,BATCH-4845
AUTH935484,TXN-202412-0136,2024-12-01,Medianet,VISA,2647,1114.12,35.65,1017.19,USD,SETTLED,BATCH-8569
AUTH505610,TXN-202412-0137,2024-12-17,PayPhone,MASTERCARD,9937,6.55,0.25,5.94,USD,SETTLED,BATCH-2258
AUTH302163,TXN-202412-0138,2024-12-08,Datafast,VISA,6087,68.49,2.4,62.33,USD,SETTLED,BATCH-5918
AUTH811218,TXN-202412-0139,2024-12-06,PayPhone,MASTERCARD,3616,23.43,0.89,21.26,USD,SETTLED,BATCH-7012
AUTH667884,TXN-202412-0140,2024-12-03,Datafast,VISA,3439,396.9,13.89,361.18,USD,SETTLED,BATCH-1680
AUTH353170,TXN-202412-0141,2024-12-25,Datafast,VISA,1047,41.75,1.46,37.99,USD,SETTLED,BATCH-4708
AUTH103887,TXN-202412-0142,2024-12-21,Medianet,MASTERCARD,2614,275.98,8.83,251.97,USD,SETTLED,BATCH-2207
AUTH997912,TXN-202412-0143,2024-12-25,Datafast,MASTERCARD,4850,394.72,13.82,359.19,USD,SETTLED,BATCH-2800
AUTH751056,TXN-202412-0144,2024-12-26,Medianet,VISA,9772,42.48,1.36,38.79,USD,SETTLED,BATCH-9732
AUTH999762,TXN-202412-0145,2024-12-20,Datafast,MASTERCARD,9960,27.38,0.96,24.92,USD,SETTLED,BATCH-1517
AUTH566379,TXN-202412-0146,2024-12-25,Datafast,VISA,3769,41.54,1.45,37.8,USD,SETTLED,BATCH-3498
AUTH261654,TXN-202412-0147,2024-12-19,Datafast,MASTERCARD,6925,268.97,9.41,244.77,USD,SETTLED,BATCH-7230
AUTH311110,TXN-202412-0148,2024-12-29,Datafast,MASTERCARD,4867,15.67,0.55,14.25,USD,SETTLED,BATCH-7236
AUTH514157,TXN-202412-0149,2024-12-12,PayPhone,VISA,3847,58.47,2.57,52.69,USD,SETTLED,BATCH-2995
AUTH943039,TXN-202412-0150,2024-12-29,Datafast,VISA,1516,76.08,2.66,69.24,USD,SETTLED,BATCH-5318
AUTH225126,TXN-202412-0151,2024-12-13,PayPhone,VISA,4227,39.88,1.52,36.17,USD,SETTLED,BATCH-2991
AUTH153157,TXN-202412-0152,2024-12-18,PayPhone,VISA,2258,66.58,2.53,60.38,USD,SETTLED,BATCH-5072
AUTH980185,TXN-202412-0153,2024-12-11,Datafast,DINERS,7336,108.46,3.8,98.7,USD,SETTLED,BATCH-7697
AUTH669380,TXN-202412-0154,2024-12-24,Datafast,MASTERCARD,9568,12.6,0.44,11.46,USD,SETTLED,BATCH-1104
AUTH162237,TXN-202412-0155,2024-12-12,Medianet,VISA,2991,52.3,1.67,47.77,USD,SETTLED,BATCH-7278
AUTH701809,TXN-202412-0156,2024-12-11,Datafast,VISA,7735,225.71,7.9,205.39,USD,SETTLED,BATCH-2397
AUTH247543,TXN-202412-0157,2024-12-25,Datafast,AMEX,4641,451.08,15.79,410.48,USD,SETTLED,BATCH-1401
AUTH537445,TXN-202412-0158,2024-12-24,Datafast,MASTERCARD,7804,310.16,10.86,282.24,USD,SETTLED,BATCH-5320
AUTH187738,TXN-202412-0159,2024-12-11,Medianet,DINERS,1148,66.85,2.14,61.03,USD,SETTLED,BATCH-8441
AUTH502853,TXN-202412-0160,2024-12-25,Medianet,MASTERCARD,4892,140.46,4.49,128.25,USD,SETTLED,BATCH-2515
AUTH520244,TXN-202412-0161,2024-12-10,Datafast,VISA,9805,8.14,0.28,7.41,USD,SETTLED,BATCH-9214
AUTH238840,TXN-202412-0162,2024-12-27,PayPhone,VISA,2408,255.39,9.7,231.65,USD,SETTLED,BATCH-3033
AUTH107768,TXN-202412-0163,2024-12-03,Datafast,MASTERCARD,8846,1026.54,35.93,934.15,USD,SETTLED,BATCH-2670
AUTH203763,TXN-202412-0164,2024-12-15,PayPhone,VISA,5022,9.96,0.38,-9.03,USD,CHARGEBACK,BATCH-3051
AUTH539033,TXN-202412-0165,2024-12-29,PayPhone,VISA,7232,39.47,1.5,35.8,USD,SETTLED,BATCH-6166
AUTH438324,TXN-202412-0166,2024-12-09,Medianet,DINERS,1206,481.38,15.4,439.51,USD,SETTLED,BATCH-7199
AUTH473637,TXN-202412-0167,2024-12-22,Medianet,AMEX,8632,218.85,7.0,199.81,USD,SETTLED,BATCH-3343
AUTH434134,TXN-202412-0168,2024-12-22,Medianet,MASTERCARD,9360,327.71,10.49,299.19,USD,SETTLED,BATCH-5977
AUTH868034,TXN-202412-0169,2024-12-14,PayPhone,MASTERCARD,6017,66.12,2.51,59.97,USD,SETTLED,BATCH-8965
AUTH571459,TXN-202412-0170,2024-12-13,Datafast,DINERS,8964,77.96,2.73,70.94,USD,SETTLED,BATCH-7704
AUTH817628,TXN-202412-0171,2024-12-05,PayPhone,VISA,8019,124.73,4.74,113.13,USD,SETTLED,BATCH-4463
AUTH631174,TXN-202412-0172,2024-12-29,Datafast,MASTERCARD,8899,184.47,6.46,167.87,USD,SETTLED,BATCH-5742
AUTH526090,TXN-202412-0173,2024-12-13,PayPhone,MASTERCARD,4017,35.95,1.37,32.6,USD,SETTLED,BATCH-2038
AUTH391276,TXN-202412-0174,2024-12-31,Medianet,VISA,1756,51.73,1.66,47.22,USD,SETTLED,BATCH-1741
AUTH446600,TXN-202412-0175,2024-12-27,Datafast,VISA,1700,262.96,9.2,239.3,USD,SETTLED,BATCH-4611
AUTH623514,TXN-202412-0176,2024-12-04,Datafast,VISA,1379,75.32,2.64,68.54,USD,SETTLED,BATCH-5289
AUTH797837,TXN-202412-0177,2024-12-19,Datafast,AMEX,6793,76.87,2.69,69.95,USD,SETTLED,BATCH-2286
AUTH648131,TXN-202412-0178,2024-12-06,Datafast,AMEX,3120,50.79,1.78,46.21,USD,SETTLED,BATCH-5602
AUTH517959,TXN-202412-0179,2024-12-03,Datafast,VISA,2323,11.22,0.39,10.22,USD,SETTLED,BATCH-2527
AUTH438138,TXN-202412-0180,2024-12-03,Medianet,VISA,5210,41.95,1.34,38.3,USD,SETTLED,BATCH-4244
AUTH443700,TXN-202412-0181,2024-12-05,Medianet,DINERS,2633,18.32,0.59,16.73,USD,SETTLED,BATCH-2142
AUTH888117,TXN-202412-0182,2024-12-12,PayPhone,VISA,1825,427.24,16.24,387.5,USD,SETTLED,BATCH-9448
AUTH895501,TXN-202412-0183,2024-12-02,Medianet,VISA,8764,218.66,7.0,199.63,USD,SETTLED,BATCH-2698
AUTH475887,TXN-202412-0184,2024-12-26,Datafast,VISA,1144,74.19,2.6,67.51,USD,SETTLED,BATCH-2816
AUTH617506,TXN-202412-0185,2024-12-10,PayPhone,AMEX,8483,25.05,0.95,22.72,USD,SETTLED,BATCH-2696
AUTH469166,TXN-202412-0186,2024-12-15,PayPhone,VISA,2870,138.22,5.25,125.37,USD,SETTLED,BATCH-6112
AUTH204727,TXN-202412-0187,2024-12-16,PayPhone,VISA,8105,296.25,11.26,268.7,USD,SETTLED,BATCH-1159
AUTH280510,TXN-202412-0188,2024-12-06,Datafast,VISA,4955,30.4,1.06,27.67,USD,SETTLED,BATCH-6600
AUTH367141,TXN-202412-0189,2024-12-21,Datafast,VISA,5407,1266.0,44.31,1152.06,USD,SETTLED,BATCH-2407
AUTH593103,TXN-202412-0190,2024-12-28,PayPhone,VISA,6983,2485.64,94.45,2254.48,USD,SETTLED,BATCH-4792
AUTH551887,TXN-202412-0191,2024-12-02,Medianet,VISA,1451,57.74,1.85,52.71,USD,SETTLED,BATCH-3565
AUTH387936,TXN-202412-0192,2024-12-05,Datafast,AMEX,9734,79.87,2.8,72.68,USD,SETTLED,BATCH-6158
AUTH105998,TXN-202412-0193,2024-12-08,Medianet,VISA,6253,29.0,0.93,26.48,USD,SETTLED,BATCH-2897
AUTH107181,TXN-202412-0194,2024-12-22,Datafast,VISA,2707,2170.67,75.97,1975.31,USD,SETTLED,BATCH-8289
AUTH154843,TXN-202412-0195,2024-12-21,Medianet,VISA,3954,456.15,14.6,416.46,USD,SETTLED,BATCH-1036
AUTH505185,TXN-202412-0196,2024-12-27,Datafast,VISA,4550,8.67,0.3,7.89,USD,SETTLED,BATCH-6074
