liquidation_id,bank_reference,transaction_id,settlement_date,transaction_date,gateway,card_type,card_last4,gross_amount,commission_amount,vat_retention,income_retention,net_amount,status,chargeback_flag,original_transaction_id
LIQ-02388,BNK108440,TXN-202411-0388,2024-11-17,2024-11-16,Datafast,MASTERCARD,9201,72.67,2.54,3.27,0.73,66.13,SETTLED,0,
LIQ-02389,BNK328554,TXN-202411-0389,2024-11-25,2024-11-22,Datafast,VISA,8919,1141.25,39.94,51.36,11.41,1038.54,SETTLED,0,
LIQ-02390,BNK268485,TXN-202411-0390,2024-11-21,2024-11-19,PayPhone,VISA,5937,26.35,1,1.19,0.26,23.9,SETTLED,0,
LIQ-02391,BNK763626,TXN-202411-0391,2024-11-06,2024-11-03,Datafast,VISA,3385,451.29,15.8,20.31,4.51,410.67,SETTLED,0,
LIQ-02392,BNK464840,TXN-202411-0392,2024-11-17,2024-11-16,PayPhone,VISA,3057,7.68,0.29,0.35,0.08,6.96,SETTLED,0,
LIQ-02393,BNK968684,TXN-202411-0393,2024-11-24,2024-11-23,Datafast,VISA,4855,11.27,0.39,0.51,0.11,10.26,SETTLED,0,
LIQ-02394,BNK111591,TXN-202411-0394,2024-11-21,2024-11-20,Datafast,MASTERCARD,6131,15.71,0.55,0.71,0.16,14.29,SETTLED,0,
LIQ-02395,BNK176418,TXN-202411-0395,2024-11-26,2024-11-24,Medianet,MASTERCARD,5454,2421.37,77.48,108.96,24.21,2210.72,SETTLED,0,
LIQ-02396,BNK617189,TXN-202411-0396,2024-11-10,2024-11-09,Datafast,VISA,4432,69.46,2.43,3.13,0.69,63.21,SETTLED,0,
LIQ-02397,BNK322839,TXN-202411-0397,2024-11-07,2024-11-05,Datafast,VISA,6039,244.35,8.55,11,2.44,222.36,SETTLED,0,
LIQ-02398,BNK497916,TXN-202411-0398,2024-11-26,2024-11-24,Medianet,VISA,1878,221.07,7.07,9.95,2.21,201.84,SETTLED,0,
LIQ-02399,BNK428312,TXN-202411-0399,2024-11-13,2024-11-10,Datafast,VISA,6033,332.7,11.64,14.97,3.33,302.78,SETTLED,0,
LIQ-02400,BNK367495,TXN-202411-0400,2024-11-05,2024-11-03,Datafast,MASTERCARD,7869,13.35,0.47,0.6,0.13,12.15,SETTLED,0,
LIQ-02401,BNK236323,TXN-202411-0401,2024-11-13,2024-11-11,Medianet,VISA,7199,384.11,12.29,17.28,3.84,350.7,SETTLED,0,
LIQ-02402,BNK510164,TXN-202411-0402,2024-11-04,2024-11-01,Datafast,AMEX,9973,82.48,2.89,3.71,0.82,75.06,SETTLED,0,
LIQ-02403,BNK292565,TXN-202411-0403,2024-11-28,2024-11-25,Datafast,VISA,3496,439.94,15.4,19.8,4.4,400.34,SETTLED,0,
LIQ-02404,BNK399755,TXN-202411-0404,2024-11-19,2024-11-16,Datafast,MASTERCARD,2809,66.8,2.34,3.01,0.67,60.78,SETTLED,0,
LIQ-02405,BNK210905,TXN-202411-0405,2024-11-25,2024-11-24,Medianet,VISA,3470,268.86,8.6,12.1,2.69,245.47,SETTLED,0,
LIQ-02406,BNK581693,TXN-202411-0406,2024-11-17,2024-11-15,Medianet,MASTERCARD,2423,79.1,2.53,3.56,0.79,72.22,SETTLED,0,
LIQ-02407,BNK663335,TXN-202411-0407,2024-11-07,2024-11-05,PayPhone,VISA,6509,32.01,1.22,1.44,0.32,29.03,SETTLED,0,
LIQ-02408,BNK367146,TXN-202411-0408,2024-11-30,2024-11-29,Medianet,VISA,8091,2997.85,95.93,134.9,29.98,2737.04,SETTLED,0,
LIQ-02409,BNK292697,TXN-202411-0409,2024-11-17,2024-11-15,Datafast,VISA,5141,140.47,4.92,6.32,1.4,127.83,SETTLED,0,
LIQ-02410,BNK710389,TXN-202411-0410,2024-11-30,2024-11-27,Medianet,MASTERCARD,6837,35.17,1.13,1.58,0.35,32.11,SETTLED,0,
LIQ-02411,BNK164118,TXN-202411-0411,2024-11-26,2024-11-24,Datafast,DINERS,3680,36.33,1.27,1.63,0.36,33.07,SETTLED,0,
LIQ-02412,BNK758229,TXN-202411-0412,2024-11-14,2024-11-13,Datafast,VISA,6847,29.45,1.03,1.33,0.29,26.8,SETTLED,0,
LIQ-02413,BNK295842,TXN-202411-0413,2024-11-10,2024-11-07,Medianet,VISA,5207,19.32,0.62,0.87,0.19,17.64,SETTLED,0,
LIQ-02414,BNK793624,TXN-202411-0414,2024-11-27,2024-11-25,Medianet,MASTERCARD,3819,1870.51,59.86,84.17,18.71,1707.77,SETTLED,0,
LIQ-02415,BNK700500,TXN-202411-0415,2024-11-21,2024-11-18,Datafast,VISA,1281,40.27,1.41,1.81,0.4,36.65,SETTLED,0,
LIQ-02416,BNK836578,TXN-202411-0416,2024-11-15,2024-11-14,Datafast,AMEX,7548,2675.28,93.63,120.39,26.75,2434.51,SETTLED,0,
LIQ-02417,BNK916943,TXN-202411-0417,2024-12-03,2024-11-30,Datafast,VISA,5528,357.05,12.5,16.07,3.57,324.91,SETTLED,0,
LIQ-02418,BNK256711,TXN-202411-0418,2024-11-22,2024-11-19,Datafast,DINERS,5637,20.48,0.72,0.92,0.2,18.64,SETTLED,0,
LIQ-02419,BNK329465,TXN-202411-0419,2024-11-23,2024-11-21,Datafast,DINERS,2440,403.08,14.11,18.14,4.03,366.8,SETTLED,0,
LIQ-02420,BNK927616,TXN-202411-0420,2024-11-11,2024-11-08,Medianet,AMEX,3027,28.74,0.92,1.29,0.29,26.24,SETTLED,0,
LIQ-02421,BNK332073,TXN-202411-0421,2024-11-23,2024-11-20,Datafast,DINERS,2656,74.98,2.62,3.37,0.75,68.24,SETTLED,0,
LIQ-02422,BNK422662,TXN-202411-0422,2024-11-04,2024-11-03,Medianet,AMEX,9078,410.52,13.14,18.47,4.11,374.8,SETTLED,0,
LIQ-02423,BNK447110,TXN-202411-0423,2024-11-13,2024-11-11,Datafast,AMEX,4204,68.95,2.41,3.1,0.69,62.75,SETTLED,0,
LIQ-02424,BNK997593,TXN-202411-0424,2024-11-15,2024-11-12,Datafast,VISA,9957,68.05,2.38,3.06,0.68,61.93,SETTLED,0,
LIQ-02425,BNK199875,TXN-202411-0425,2024-11-24,2024-11-23,PayPhone,MASTERCARD,2315,279.54,10.62,12.58,2.8,253.54,SETTLED,0,
LIQ-02426,BNK173131,TXN-202411-0426,2024-11-06,2024-11-05,Datafast,VISA,9703,458.34,16.04,20.63,4.58,417.1,SETTLED,0,
LIQ-02427,BNK115973,TXN-202411-0427,2024-11-21,2024-11-18,Datafast,MASTERCARD,3404,146.48,5.13,6.59,1.46,133.3,SETTLED,0,
LIQ-02428,BNK873040,TXN-202411-0428,2024-11-07,2024-11-04,Datafast,DINERS,8595,459.53,16.08,20.68,4.6,418.17,SETTLED,0,
LIQ-02429,BNK925706,TXN-202411-0429,2024-12-01,2024-11-29,PayPhone,AMEX,5080,7.95,0.3,0.36,0.08,7.21,SETTLED,0,
LIQ-02430,BNK133500,TXN-202411-0430,2024-11-29,2024-11-27,Datafast,VISA,1041,326.19,11.42,14.68,3.26,296.83,SETTLED,0,
LIQ-02431,BNK699070,TXN-202411-0431,2024-11-19,2024-11-16,PayPhone,MASTERCARD,8029,72.05,2.74,3.24,0.72,65.35,SETTLED,0,
LIQ-02432,BNK141768,TXN-202411-0432,2024-11-04,2024-11-03,Medianet,AMEX,4825,2716.23,86.92,122.23,27.16,2479.92,SETTLED,0,
LIQ-02433,BNK774392,TXN-202411-0433,2024-12-03,2024-11-30,Datafast,VISA,6025,16.21,0.57,0.73,0.16,14.75,SETTLED,0,
LIQ-02434,BNK542242,TXN-202411-0434,2024-11-27,2024-11-26,Datafast,MASTERCARD,4692,64.46,2.26,2.9,0.64,58.66,SETTLED,0,
LIQ-02435,BNK979682,TXN-202411-0435,2024-11-21,2024-11-19,Datafast,DINERS,6527,51.64,1.81,2.32,0.52,46.99,SETTLED,0,
LIQ-02436,BNK809641,TXN-202411-0436,2024-11-18,2024-11-17,PayPhone,VISA,5710,43.51,1.65,1.96,0.44,39.46,SETTLED,0,
LIQ-02437,BNK148648,TXN-202411-0437,2024-11-12,2024-11-10,Datafast,AMEX,9199,22.91,0.8,1.03,0.23,20.85,SETTLED,0,
LIQ-02438,BNK473470,TXN-202411-0438,2024-11-28,2024-11-25,Datafast,VISA,9236,61.25,2.14,2.76,0.61,55.74,SETTLED,0,
LIQ-02439,BNK356151,TXN-202411-0439,2024-12-03,2024-11-30,Datafast,VISA,3928,134.87,4.72,6.07,1.35,122.73,SETTLED,0,
LIQ-02440,BNK105891,TXN-202411-0440,2024-11-18,2024-11-16,Datafast,MASTERCARD,2061,19.97,0.7,0.9,0.2,18.17,SETTLED,0,
LIQ-02441,BNK768159,TXN-202411-0441,2024-11-15,2024-11-12,Datafast,MASTERCARD,9654,33.14,1.16,1.49,0.33,30.16,SETTLED,0,
LIQ-02442,BNK901432,TXN-202411-0442,2024-11-15,2024-11-12,PayPhone,MASTERCARD,9467,30.66,1.17,1.38,0.31,27.8,SETTLED,0,
LIQ-02443,BNK667294,TXN-202411-0443,2024-11-18,2024-11-15,Datafast,VISA,5542,11.25,0.39,0.51,0.11,10.24,SETTLED,0,
LIQ-02444,BNK682783,TXN-202411-0444,2024-11-05,2024-11-04,Datafast,MASTERCARD,7877,43.16,1.51,1.94,0.43,39.28,SETTLED,0,
LIQ-02445,BNK534115,TXN-202411-0445,2024-11-13,2024-11-12,PayPhone,AMEX,9795,10.58,0.4,0.48,0.11,9.59,SETTLED,0,
LIQ-02446,BNK635231,TXN-202411-0446,2024-11-04,2024-11-01,Datafast,AMEX,1380,442.75,15.5,19.92,4.43,402.9,SETTLED,0,
LIQ-02447,BNK365580,TXN-202411-0447,2024-11-08,2024-11-05,Datafast,AMEX,7638,339.33,11.88,15.27,3.39,308.79,SETTLED,0,
LIQ-02448,BNK354778,TXN-202411-0448,2024-11-29,2024-11-26,Medianet,AMEX,7638,70.51,2.26,3.17,0.71,64.37,SETTLED,0,
LIQ-02449,BNK114621,TXN-202411-0449,2024-11-25,2024-11-24,Datafast,VISA,5254,163.8,5.73,7.37,1.64,149.06,SETTLED,0,
LIQ-02450,BNK258824,TXN-202411-0450,2024-11-23,2024-11-22,Datafast,MASTERCARD,1299,37.47,1.31,1.69,0.37,34.1,SETTLED,0,
LIQ-02451,BNK222314,TXN-202411-0451,2024-11-09,2024-11-07,Datafast,MASTERCARD,6690,51.91,1.82,2.34,0.52,47.23,SETTLED,0,
LIQ-02452,BNK192679,TXN-202411-0452,2024-11-18,2024-11-16,PayPhone,MASTERCARD,2611,57.97,2.2,2.61,0.58,52.58,SETTLED,0,
LIQ-02453,BNK502680,TXN-202411-0453,2024-11-18,2024-11-17,Medianet,MASTERCARD,2650,265.86,8.51,11.96,2.66,242.73,SETTLED,0,
LIQ-02454,BNK511652,TXN-202411-0454,2024-11-20,2024-11-19,Datafast,DINERS,1716,70.86,2.48,3.19,0.71,64.48,SETTLED,0,
LIQ-02455,BNK565643,TXN-202411-0455,2024-11-12,2024-11-11,Medianet,MASTERCARD,3977,19.03,0.61,0.86,0.19,17.37,SETTLED,0,
LIQ-02456,BNK330628,TXN-202411-0456,2024-11-20,2024-11-17,Datafast,MASTERCARD,2492,332.65,11.64,14.97,3.33,302.71,SETTLED,0,
LIQ-02457,BNK933175,TXN-202411-0457,2024-11-18,2024-11-17,Datafast,VISA,3637,388.89,13.61,17.5,3.89,353.89,SETTLED,0,
LIQ-02458,BNK242691,TXN-202411-0458,2024-11-04,2024-11-03,Medianet,DINERS,7079,61.57,1.97,2.77,0.62,56.21,SETTLED,0,
LIQ-02459,BNK746202,TXN-202411-0459,2024-11-29,2024-11-27,Datafast,VISA,6095,340.34,11.91,15.32,3.4,309.71,SETTLED,0,
LIQ-02460,BNK106810,TXN-202411-0460,2024-11-27,2024-11-24,Datafast,MASTERCARD,4212,85.04,2.98,3.83,0.85,77.38,SETTLED,0,
LIQ-02461,BNK395268,TXN-202411-0461,2024-11-25,2024-11-22,Datafast,MASTERCARD,5570,1403.7,49.13,63.17,14.04,1277.36,SETTLED,0,
LIQ-02462,BNK811289,TXN-202411-0462,2024-11-17,2024-11-15,Medianet,VISA,2347,67.98,2.18,3.06,0.68,62.06,SETTLED,0,
LIQ-02463,BNK450760,TXN-202411-0463,2024-11-14,2024-11-11,Medianet,VISA,4055,62.26,1.99,2.8,0.62,56.85,SETTLED,0,
LIQ-02464,BNK578715,TXN-202411-0464,2024-11-14,2024-11-12,PayPhone,VISA,5049,97.93,3.72,4.41,0.98,88.82,SETTLED,0,
LIQ-02465,BNK450311,TXN-202411-0465,2024-11-15,2024-11-13,Datafast,VISA,1480,2616.2,91.57,117.73,26.16,2380.74,SETTLED,0,
LIQ-02466,BNK890874,TXN-202411-0466,2024-11-15,2024-11-13,PayPhone,VISA,2940,60.34,2.29,2.72,0.6,54.73,SETTLED,0,
LIQ-02467,BNK689900,TXN-202411-0467,2024-12-01,2024-11-28,PayPhone,AMEX,7577,240.21,9.13,10.81,2.4,217.87,SETTLED,0,
LIQ-02468,BNK683515,TXN-202411-0468,2024-11-30,2024-11-29,Datafast,VISA,1834,66.31,2.32,2.98,0.66,60.35,SETTLED,0,
LIQ-02469,BNK928327,TXN-202411-0469,2024-11-17,2024-11-16,Datafast,DINERS,6094,6.23,0.22,0.28,0.06,5.67,SETTLED,0,
LIQ-02470,BNK669408,TXN-202411-0470,2024-11-30,2024-11-27,Datafast,VISA,9648,16.87,0.59,0.76,0.17,15.35,SETTLED,0,
LIQ-02471,BNK573062,TXN-202411-0471,2024-11-15,2024-11-14,Datafast,VISA,7944,289.64,10.14,13.03,2.9,263.57,SETTLED,0,
LIQ-02472,BNK438981,TXN-202411-0472,2024-11-14,2024-11-11,Datafast,MASTERCARD,1068,12.95,0.45,0.58,0.13,11.79,SETTLED,0,
LIQ-02473,BNK998849,TXN-202411-0473,2024-11-27,2024-11-26,Datafast,VISA,4927,75.75,2.65,3.41,0.76,68.93,SETTLED,0,
LIQ-02474,BNK693067,TXN-202411-0474,2024-11-23,2024-11-21,Datafast,VISA,9137,16.9,0.59,0.76,0.17,15.38,SETTLED,0,
LIQ-02475,BNK295106,TXN-202411-0475,2024-11-12,2024-11-10,Medianet,VISA,3331,14.71,0.47,0.66,0.15,13.43,SETTLED,0,
LIQ-02476,BNK191988,TXN-202411-0476,2024-11-17,2024-11-16,Medianet,AMEX,2646,235.22,7.53,10.58,2.35,214.76,SETTLED,0,
LIQ-02477,BNK279298,TXN-202411-0477,2024-11-24,2024-11-23,Datafast,VISA,9277,75.84,2.65,3.41,0.76,69.02,SETTLED,0,
LIQ-02478,BNK722245,TXN-202411-0478,2024-11-18,2024-11-16,PayPhone,AMEX,7308,458.77,17.43,20.64,4.59,416.12,SETTLED,0,
LIQ-02479,BNK872744,TXN-202411-0479,2024-11-07,2024-11-05,Medianet,MASTERCARD,1866,19.58,0.63,0.88,0.2,17.87,SETTLED,0,
LIQ-02480,BNK722431,TXN-202411-0480,2024-11-21,2024-11-20,Medianet,MASTERCARD,1957,2270.26,72.65,102.16,22.7,2072.75,SETTLED,0,
LIQ-02481,BNK908521,TXN-202411-0481,2024-11-14,2024-11-11,PayPhone,VISA,4319,454.03,17.25,20.43,4.54,411.81,SETTLED,0,
LIQ-02482,BNK544069,TXN-202411-0482,2024-11-19,2024-11-17,PayPhone,VISA,3673,29.12,1.11,1.31,0.29,26.41,SETTLED,0,
LIQ-02483,BNK426825,TXN-202411-0483,2024-11-05,2024-11-03,Datafast,AMEX,2023,2319.57,81.18,104.38,23.2,2110.81,SETTLED,0,
LIQ-02484,BNK275622,TXN-202411-0484,2024-11-13,2024-11-12,Datafast,VISA,4303,379,13.27,17.05,3.79,344.89,SETTLED,0,
LIQ-02485,BNK514440,TXN-202411-0485,2024-11-22,2024-11-20,Datafast,VISA,2720,31.71,1.11,1.43,0.32,28.85,SETTLED,0,
LIQ-02486,BNK148681,TXN-202411-0486,2024-11-14,2024-11-11,Medianet,MASTERCARD,8319,1711.74,54.78,77.03,17.12,1562.81,SETTLED,0,
LIQ-02487,BNK342163,TXN-202411-0487,2024-12-03,2024-11-30,PayPhone,VISA,1810,159.04,6.04,7.16,1.59,144.25,SETTLED,0,
LIQ-02488,BNK984121,TXN-202411-0488,2024-11-20,2024-11-17,Medianet,VISA,2313,71.36,2.28,3.21,0.71,65.16,SETTLED,0,
LIQ-02489,BNK351940,TXN-202411-0489,2024-11-03,2024-11-01,Datafast,MASTERCARD,2465,66.39,2.32,2.99,0.66,60.44,SETTLED,0,
LIQ-02490,BNK539437,TXN-202411-0490,2024-11-27,2024-11-25,Datafast,VISA,5522,53.87,1.89,2.42,0.54,49.02,SETTLED,0,
LIQ-02491,BNK803632,TXN-202411-0491,2024-11-23,2024-11-21,Datafast,VISA,1531,869.04,30.42,39.11,8.69,790.82,SETTLED,0,
LIQ-02492,BNK943167,TXN-202411-0492,2024-11-11,2024-11-09,Medianet,MASTERCARD,1216,125.25,4.01,5.64,1.25,114.35,SETTLED,0,
LIQ-02493,BNK287884,TXN-202411-0493,2024-11-07,2024-11-05,Datafast,MASTERCARD,4438,17.22,0.6,0.77,0.17,15.68,SETTLED,0,
LIQ-02494,BNK936071,TXN-202411-0494,2024-11-13,2024-11-12,PayPhone,VISA,5879,312.08,11.86,14.04,3.12,283.06,SETTLED,0,
LIQ-02495,BNK108882,TXN-202411-0495,2024-11-23,2024-11-21,Datafast,MASTERCARD,8779,344.13,12.04,15.49,3.44,313.16,SETTLED,0,
LIQ-02496,BNK827937,TXN-202411-0496,2024-11-12,2024-11-10,Datafast,VISA,2913,94.5,3.31,4.25,0.95,85.99,SETTLED,0,
LIQ-02497,BNK248337,TXN-202411-0497,2024-11-26,2024-11-23,Medianet,MASTERCARD,4943,103.46,3.31,4.66,1.03,94.46,SETTLED,0,
LIQ-02498,BNK579800,TXN-202411-0498,2024-11-18,2024-11-17,Datafast,VISA,2752,16.37,0.57,0.74,0.16,14.9,SETTLED,0,
LIQ-02499,BNK488019,TXN-202411-0499,2024-11-12,2024-11-11,PayPhone,VISA,9132,488.37,18.56,21.98,4.88,442.95,SETTLED,0,
LIQ-02500,BNK470905,TXN-202411-0500,2024-11-19,2024-11-17,Datafast,MASTERCARD,2620,45.88,1.61,2.06,0.46,41.75,SETTLED,0,
LIQ-02501,BNK645952,TXN-202412-0001,2024-12-28,2024-12-27,Medianet,VISA,8645,66.71,2.13,3,0.67,60.91,SETTLED,0,
LIQ-02502,BNK295599,TXN-202412-0002,2024-12-09,2024-12-08,Datafast,VISA,7798,1151.89,40.32,51.84,11.52,1048.21,SETTLED,0,
LIQ-02503,BNK181513,TXN-202412-0003,2024-12-10,2024-12-08,Medianet,MASTERCARD,1746,68.22,2.18,3.07,0.68,62.29,SETTLED,0,
LIQ-02504,BNK368261,TXN-202412-0004,2024-12-29,2024-12-28,Datafast,VISA,2719,16.45,0.58,0.74,0.16,14.97,SETTLED,0,
LIQ-02505,BNK584383,TXN-202412-0005,2024-12-04,2024-12-01,Medianet,VISA,7356,361.51,11.57,16.27,3.62,330.05,SETTLED,0,
LIQ-02506,BNK585875,TXN-202412-0006,2024-12-19,2024-12-18,Medianet,VISA,3549,372.79,11.93,16.78,3.73,340.35,SETTLED,0,
LIQ-02507,BNK125862,TXN-202412-0007,2024-12-03,2024-12-01,Datafast,MASTERCARD,6812,48.71,1.7,2.19,0.49,44.33,SETTLED,0,
LIQ-02508,BNK828658,TXN-202412-0008,2024-12-08,2024-12-06,Medianet,MASTERCARD,1834,72.39,2.32,3.26,0.72,66.09,SETTLED,0,
LIQ-02509,BNK724781,TXN-202412-0009,2024-12-12,2024-12-10,Datafast,MASTERCARD,9312,2360.63,82.62,106.23,23.61,2148.17,SETTLED,0,
LIQ-02510,BNK232206,TXN-202412-0010,2024-12-22,2024-12-20,Medianet,MASTERCARD,5233,20.12,0.64,0.91,0.2,18.37,SETTLED,0,
LIQ-02511,BNK101150,TXN-202412-0011,2024-12-12,2024-12-10,Datafast,VISA,2614,13.94,0.49,0.63,0.14,12.68,SETTLED,0,
LIQ-02512,BNK566529,TXN-202412-0012,2024-12-14,2024-12-13,Datafast,MASTERCARD,5667,294.96,10.32,13.27,2.95,268.42,SETTLED,0,
LIQ-02513,BNK220098,TXN-202412-0013,2024-12-29,2024-12-28,Datafast,VISA,8645,391.98,13.72,17.64,3.92,356.7,SETTLED,0,
LIQ-02514,BNK195246,TXN-202412-0014,2024-12-23,2024-12-22,Datafast,MASTERCARD,9583,429.83,15.04,19.34,4.3,391.15,SETTLED,0,
LIQ-02515,BNK940069,TXN-202412-0015,2024-12-22,2024-12-21,PayPhone,AMEX,6384,9.08,0.35,0.41,0.09,8.23,SETTLED,0,
LIQ-02516,BNK460974,TXN-202412-0016,2024-12-11,2024-12-10,Medianet,AMEX,6974,43.33,1.39,1.95,0.43,39.56,SETTLED,0,
LIQ-02517,BNK982747,TXN-202412-0017,2024-12-26,2024-12-24,Datafast,VISA,1154,42.47,1.49,1.91,0.42,38.65,SETTLED,0,
LIQ-02518,BNK269976,TXN-202412-0018,2025-01-01,2024-12-30,Medianet,VISA,2973,61.54,1.97,2.77,0.62,56.18,SETTLED,0,
LIQ-02519,BNK336610,TXN-202412-0019,2025-01-01,2024-12-31,Datafast,MASTERCARD,2262,360.15,12.61,16.21,3.6,327.73,SETTLED,0,
LIQ-02520,BNK848362,TXN-202412-0020,2024-12-03,2024-12-02,Datafast,VISA,4375,7.34,0.26,0.33,0.07,6.68,SETTLED,0,
LIQ-02521,BNK888460,TXN-202412-0021,2024-12-20,2024-12-19,PayPhone,DINERS,8168,33.61,1.28,1.51,0.34,30.48,SETTLED,0,
LIQ-02522,BNK677483,TXN-202412-0022,2024-12-26,2024-12-24,Datafast,VISA,6582,487.79,17.07,21.95,4.88,443.89,SETTLED,0,
LIQ-02523,BNK106416,TXN-202412-0023,2024-12-30,2024-12-29,Datafast,VISA,4661,62.78,2.2,2.83,0.63,57.12,SETTLED,0,
LIQ-02524,BNK289721,TXN-202412-0024,2024-12-27,2024-12-26,Datafast,VISA,6532,2718.4,95.14,122.33,27.18,2473.75,SETTLED,0,
LIQ-02525,BNK298228,TXN-202412-0025,2024-12-31,2024-12-29,Datafast,MASTERCARD,9685,2481.91,86.87,111.69,24.82,2258.53,SETTLED,0,
LIQ-02526,BNK552407,TXN-202412-0026,2025-01-01,2024-12-29,Datafast,VISA,3713,271.2,9.49,12.2,2.71,246.8,SETTLED,0,
LIQ-02527,BNK834447,TXN-202412-0027,2024-12-06,2024-12-03,Medianet,VISA,2955,47.24,1.51,2.13,0.47,43.13,SETTLED,0,
LIQ-02528,BNK276421,TXN-202412-0028,2024-12-04,2024-12-02,Medianet,VISA,1370,33.31,1.07,1.5,0.33,30.41,SETTLED,0,
LIQ-02529,BNK203782,TXN-202412-0029,2024-12-30,2024-12-29,Datafast,VISA,8742,6,0.21,0.27,0.06,5.46,SETTLED,0,
LIQ-02530,BNK778465,TXN-202412-0030,2024-12-26,2024-12-24,Medianet,DINERS,3727,378.16,12.1,17.02,3.78,345.26,SETTLED,0,
LIQ-02531,BNK933892,TXN-202412-0031,2024-12-08,2024-12-07,Datafast,VISA,9658,484.54,16.96,21.8,4.85,440.93,SETTLED,0,
LIQ-02532,BNK737528,TXN-202412-0032,2024-12-21,2024-12-19,Medianet,AMEX,8268,610.31,19.53,27.46,6.1,557.22,SETTLED,0,
LIQ-02533,BNK860801,TXN-202412-0033,2024-12-25,2024-12-24,Medianet,MASTERCARD,9562,380.54,12.18,17.12,3.81,347.43,SETTLED,0,
LIQ-02534,BNK792325,TXN-202412-0034,2024-12-19,2024-12-18,Datafast,VISA,1056,66.55,2.33,2.99,0.67,60.56,SETTLED,0,
LIQ-02535,BNK279219,TXN-202412-0035,2024-12-14,2024-12-11,Datafast,AMEX,8727,307.12,10.75,13.82,3.07,279.48,SETTLED,0,
LIQ-02536,BNK170805,TXN-202412-0036,2024-12-14,2024-12-12,Medianet,VISA,3254,236.29,7.56,10.63,2.36,215.74,SETTLED,0,
LIQ-02537,BNK469698,TXN-202412-0037,2024-12-16,2024-12-14,Datafast,MASTERCARD,8667,363.8,12.73,16.37,3.64,331.06,SETTLED,0,
LIQ-02538,BNK649907,TXN-202412-0038,2025-01-01,2024-12-30,PayPhone,VISA,1921,15.32,0.58,0.69,0.15,13.9,SETTLED,0,
LIQ-02539,BNK923841,TXN-202412-0039,2024-12-30,2024-12-29,Medianet,VISA,4714,56.03,1.79,2.52,0.56,51.16,SETTLED,0,
LIQ-02540,BNK230540,TXN-202412-0040,2024-12-14,2024-12-11,Datafast,AMEX,8666,862.63,30.19,38.82,8.63,784.99,SETTLED,0,
LIQ-02541,BNK647622,TXN-202412-0041,2024-12-28,2024-12-27,Medianet,MASTERCARD,2834,320.95,10.27,14.44,3.21,293.03,SETTLED,0,
LIQ-02542,BNK700677,TXN-202412-0042,2024-12-20,2024-12-17,PayPhone,VISA,7807,449.9,17.1,20.25,4.5,408.05,SETTLED,0,
LIQ-02543,BNK612578,TXN-202412-0043,2024-12-23,2024-12-22,Datafast,VISA,2733,75.09,2.63,3.38,0.75,68.33,SETTLED,0,
LIQ-02544,BNK857899,TXN-202412-0044,2024-12-14,2024-12-11,Medianet,MASTERCARD,7991,285.46,9.13,12.85,2.85,260.63,SETTLED,0,
LIQ-02545,BNK104483,TXN-202412-0045,2024-12-29,2024-12-27,PayPhone,VISA,1450,1807.8,68.7,81.35,18.08,1639.67,SETTLED,0,
LIQ-02546,BNK819737,TXN-202412-0046,2024-12-05,2024-12-04,Datafast,VISA,9388,61.37,2.15,2.76,0.61,55.85,SETTLED,0,
LIQ-02547,BNK483822,TXN-202412-0047,2024-12-10,2024-12-07,Medianet,VISA,2819,456,14.59,20.52,4.56,416.33,SETTLED,0,
LIQ-02548,BNK693015,TXN-202412-0048,2024-12-06,2024-12-05,Datafast,MASTERCARD,8700,13.09,0.46,0.59,0.13,11.91,SETTLED,0,
LIQ-02549,BNK199051,TXN-202412-0049,2024-12-10,2024-12-07,Medianet,VISA,3533,207.2,6.63,9.32,2.07,189.18,SETTLED,0,
LIQ-02550,BNK554803,TXN-202412-0050,2024-12-11,2024-12-10,Medianet,DINERS,3126,6.22,0.2,0.28,0.06,5.68,SETTLED,0,
LIQ-02551,BNK211585,TXN-202412-0051,2024-12-16,2024-12-15,Datafast,AMEX,4322,108.15,3.79,4.87,1.08,98.41,SETTLED,0,
LIQ-02552,BNK910342,TXN-202412-0052,2024-12-12,2024-12-10,Datafast,VISA,7294,57.34,2.01,2.58,0.57,52.18,SETTLED,0,
LIQ-02553,BNK217508,TXN-202412-0053,2024-12-19,2024-12-16,Datafast,VISA,5117,49.23,1.72,2.22,0.49,44.8,SETTLED,0,
LIQ-02554,BNK627573,TXN-202412-0054,2024-12-13,2024-12-11,Medianet,VISA,8882,7.36,0.24,0.33,0.07,6.72,SETTLED,0,
LIQ-02555,BNK557735,TXN-202412-0055,2024-12-19,2024-12-18,Datafast,MASTERCARD,9034,241.18,8.44,10.85,2.41,219.48,SETTLED,0,
LIQ-02556,BNK321706,TXN-202412-0056,2024-12-24,2024-12-22,Datafast,MASTERCARD,2976,478.63,16.75,21.54,4.79,435.55,SETTLED,0,
LIQ-02557,BNK661544,TXN-202412-0057,2024-12-05,2024-12-03,PayPhone,VISA,9773,2397.62,91.11,107.89,23.98,2174.64,SETTLED,0,
LIQ-02558,BNK489470,TXN-202412-0058,2024-12-22,2024-12-21,Datafast,VISA,4243,67.3,2.36,3.03,0.67,61.24,SETTLED,0,
LIQ-02559,BNK448458,TXN-202412-0059,2024-12-04,2024-12-02,Datafast,MASTERCARD,8948,78.8,2.76,3.55,0.79,71.7,SETTLED,0,
